participant,age_1,gender_1,qualification_1,employment_1,employment_2,employment_3,employment_4,employment_5,employment_6,employment_7,employment_8,disorder_1,screentime_1,socialmedia_1,computergames_1,exercise_1,sleep_1,mood_1,regularity_1,duration_1,experience_1,style_1,style_specification_1,sart_1,endcode,CLIENT_start,TIME_start,TIME_end,TIME_total
s.85b1e823-e06c-4b0b-9d05-36d8be17132a.txt,2,2,2,0,0,0,1,0,1,0,0,2,1.5,0.3,2,2,4,6,2,1,3,3,"",sart2.2024-06-12-1032.data.85b1e823-e06c-4b0b-9d05-36d8be17132a.txt,sEGYNbSbqX,2024-05-12-10-21,2024-06-12-10-21,2024-06-12-10-32,11
s.d93fbc2c-1689-441a-9cd4-e1b5f092916a.txt,2,1,2,0,0,0,0,0,1,0,0,2,6,2,2,3,2,4,1,"","","","",sart2.2024-06-07-1442.data.d93fbc2c-1689-441a-9cd4-e1b5f092916a.txt,QzMjk4Q3L4,2024-05-07-14-30,2024-06-07-14-30,2024-06-07-14-42,12
s.31e39d02-d7da-41ac-bf23-2f53520da765.txt,3,2,2,0,0,0,0,0,1,0,0,2,2,1,2,4,3,8,2,2,4,3,vipassana meditation,sart2.2024-05-23-1924.data.31e39d02-d7da-41ac-bf23-2f53520da765.txt,8YjuC4sYjm,2024-04-23-19-14,2024-05-23-19-14,2024-05-23-19-24,10
s.4a91fb41-350c-462b-b99d-1bbb4ea996b1.txt,3,1,4,0,1,0,0,0,1,0,0,2,3,0,1,3,2,6,1,"","","","",sart2.2024-06-03-1755.data.4a91fb41-350c-462b-b99d-1bbb4ea996b1.txt,eP2ZpfSH4q,2024-05-03-17-46,2024-06-03-17-46,2024-06-03-17-55,9
s.c24c37ad-54b8-416b-bb87-51039e7c99b0.txt,2,1,2,0,0,0,0,0,1,0,0,2,4-5,1-2,1,4,3,7,2,1,2,3,"",sart2.2024-05-23-1658.data.c24c37ad-54b8-416b-bb87-51039e7c99b0.txt,eVVTKSvhx2,2024-04-23-16-49,2024-05-23-16-49,2024-05-23-16-58,9
s.3115a248-1b76-452a-977e-b585409f7027.txt,2,2,5,0,0,0,1,0,1,0,0,1,"","","","","","","","","","","","",,2024-04-22-13-45,2024-05-22-13-45,2024-05-22-13-46,1
s.f720c31d-f7d4-43fd-90d4-917f0cf5fc33.txt,2,1,2,0,1,0,0,0,1,0,0,2,"1,5",0,1,4,3,8,2,1,4,2,"",sart2.2024-05-21-2010.data.f720c31d-f7d4-43fd-90d4-917f0cf5fc33.txt,KjTj5RTqrj,2024-04-21-19-58,2024-05-21-19-58,2024-05-21-20-10,12
s.25cc1a4f-f3fa-4c9d-868d-6c3fc5f470ea.txt,2,1,2,0,0,0,0,0,1,0,0,2,5,4,1,4,2,9,1,"","","","",sart2.2024-05-27-1013.data.25cc1a4f-f3fa-4c9d-868d-6c3fc5f470ea.txt,nh7Sg9DLfH,2024-04-27-10-01,2024-05-27-10-02,2024-05-27-10-13,11
s.7359871e-d7da-4cad-a081-a234aac402dd.txt,6,2,2,0,0,0,1,0,0,0,0,2,1,"0,5",1,4,3,8,5,1,4,3,"",sart2.2024-05-22-1508.data.7359871e-d7da-4cad-a081-a234aac402dd.txt,ywYeXOPQjJ,2024-04-22-14-58,2024-05-22-14-58,2024-05-22-15-08,10
s.371d3e7d-29ba-4c39-87c8-3b099ea040ca.txt,2,1,4,0,1,0,0,0,1,0,0,2,4,2,1,3,3,4,2,1,3,1,"",sart2.2024-05-30-0848.data.371d3e7d-29ba-4c39-87c8-3b099ea040ca.txt,nhxmgSuq4v,2024-04-30-08-40,2024-05-30-08-40,2024-05-30-08-48,8
s.01b9bbf5-9ed2-4f3f-a101-4e5176647c87.txt,3,2,4,0,1,0,0,0,0,0,0,1,"","","","","","","","","","","","",,2024-04-21-12-02,2024-05-21-19-02,2024-05-21-19-03,1
s.8d7ccdaa-6394-4cde-95bd-74647421aed5.txt,2,1,2,0,0,0,0,0,1,0,0,2,1.5,0.1,1,3,3,7,2,1,2,3,"",sart2.2024-05-26-2105.data.8d7ccdaa-6394-4cde-95bd-74647421aed5.txt,Ks6UVVnvSY,2024-04-26-20-53,2024-05-26-20-53,2024-05-26-21-05,12
s.0dcf89c5-eaa2-42fa-9cae-ee1a6ec9e3b0.txt,2,1,4,0,1,0,0,0,0,0,0,1,"","","","","","","","","","","","",,2024-04-21-19-56,2024-05-21-18-56,2024-05-21-18-56,0
s.b2b9f002-a087-420a-b82b-ff576474d0ba.txt,2,1,2,0,0,0,0,0,1,0,0,2,3,3,1,4,2,5,1,1,1,"","",sart2.2024-05-25-1658.data.b2b9f002-a087-420a-b82b-ff576474d0ba.txt,rvYYwgCAzZ,2024-04-25-16-47,2024-05-25-16-47,2024-05-25-16-58,11
s.20d5febd-e3df-4752-85a1-57ae7001f435.txt,2,1,2,0,0,0,0,0,1,0,0,2,8,2,1,4,2,3,2,1,1,3,"",sart2.2024-05-27-2203.data.20d5febd-e3df-4752-85a1-57ae7001f435.txt,RSywx8qsbq,2024-04-27-21-53,2024-05-27-21-53,2024-05-27-22-03,10
s.6ff2e62b-47d7-4440-a446-702f07db6d3b.txt,3,1,2,0,1,0,0,0,1,0,0,2,3,0.5,2,3,4,4,1,"","","","",sart2.2024-05-22-1142.data.6ff2e62b-47d7-4440-a446-702f07db6d3b.txt,Fasm3Au3Se,2024-04-22-11-24,2024-05-22-11-24,2024-05-22-11-42,18
s.ccaa0071-7f90-4b57-9f54-2cf929970d52.txt,2,1,2,0,0,0,0,0,1,0,0,2,3,2,1,1,3,8,1,"","","","",sart2.2024-05-31-1550.data.ccaa0071-7f90-4b57-9f54-2cf929970d52.txt,sb6wXT5aVn,2024-04-31-15-39,2024-05-31-15-39,2024-05-31-15-50,11
s.cccf5962-d0a1-4706-acaf-a595b9621841.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,3,1,1,5,4,1,"","","","",sart2.2024-05-22-1011.data.cccf5962-d0a1-4706-acaf-a595b9621841.txt,w2jyNGPyRP,2024-04-22-10-01,2024-05-22-10-01,2024-05-22-10-11,10
s.6f6ed8d4-16d4-4c86-ad21-2b561c0dd3c7.txt,2,2,2,0,0,0,1,0,1,0,0,2,3,1,1,4,1,3,1,"","","","",sart2.2024-06-15-1506.data.6f6ed8d4-16d4-4c86-ad21-2b561c0dd3c7.txt,JrBrTnR8YE,2024-05-15-14-55,2024-06-15-14-55,2024-06-15-15-06,11
s.ee797cd2-7a90-49cd-8525-0718cdde46cf.txt,2,1,2,0,0,0,0,0,1,0,0,2,5,2,2,2,4,4,1,"","","","",sart2.2024-05-28-1735.data.ee797cd2-7a90-49cd-8525-0718cdde46cf.txt,wGXOJ9uWMr,2024-04-28-17-26,2024-05-28-17-26,2024-05-28-17-35,9
s.0f794234-4cb3-4368-b6ad-63550421b267.txt,6,1,5,0,1,0,0,0,0,0,0,2,1,1-2,1,3,4,7,5,1,4,3,"",sart2.2024-05-30-1242.data.0f794234-4cb3-4368-b6ad-63550421b267.txt,9fwHSFcgJY,2024-04-30-12-24,2024-05-30-12-24,2024-05-30-12-42,18
s.39128a46-a1c6-4426-b356-445d4cc30c2b.txt,4,4,6,1,1,0,1,0,0,0,0,1,"","","","","","","","","","","","",,2024-04-25-11-36,2024-05-25-17-36,2024-05-25-17-36,0
s.dd1e3b94-88d7-47c6-9340-c71f4856b5c2.txt,6,2,1,1,0,0,0,0,0,0,0,2,3,1,1,"","","","","","","","","","",2024-05-03-20-17,2024-06-03-20-17,"",""
s.b84707db-53d2-47d5-b83e-c73c386bca67.txt,2,2,2,0,1,0,0,0,1,0,0,2,5,3,2,2,2,3,2,1,2,3,"",sart2.2024-05-21-1809.data.b84707db-53d2-47d5-b83e-c73c386bca67.txt,faGK5gy8Ta,2024-04-21-18-00,2024-05-21-18-00,2024-05-21-18-09,9
s.09fc3c2f-8d69-40ba-bacd-106f7f93c4f9.txt,2,1,2,0,0,0,0,0,1,0,0,2,7,6,1,4,3,4,2,1,3,3,"",sart2.2024-05-21-1802.data.09fc3c2f-8d69-40ba-bacd-106f7f93c4f9.txt,xTXWtzxNTv,2024-04-21-17-54,2024-05-21-17-54,2024-05-21-18-02,8
s.75fcfa09-8f62-4563-ab47-4f104f35c5ed.txt,2,2,2,0,0,0,0,0,1,0,0,2,3,1,1,4,3,3,5,2,4,3,Vipassana,sart2.2024-05-24-1625.data.75fcfa09-8f62-4563-ab47-4f104f35c5ed.txt,qRzLCzDf4h,2024-04-24-16-16,2024-05-24-16-16,2024-05-24-16-25,9
s.4abec739-525c-4116-b8a2-32524e6be301.txt,2,1,2,0,0,0,0,0,1,0,0,2,1.5,0.5,1,4,3,3,5,1,3,3,"","","",2024-04-22-10-02,2024-05-22-10-02,"",""
s.4a57fb93-9927-4fdc-ab2a-42449b860de7.txt,2,1,2,0,0,0,0,0,1,0,0,2,3,"0,75",1,4,3,5,2,1,2,3,"",sart2.2024-05-22-0928.data.4a57fb93-9927-4fdc-ab2a-42449b860de7.txt,MQkY3TUj7k,2024-04-22-09-20,2024-05-22-09-20,2024-05-22-09-28,8
s.ce0f2aae-3ffa-437b-a748-0a6172e94dce.txt,3,2,5,0,0,0,0,0,1,0,0,1,"","","","","","","","","","","","",,2024-04-22-08-55,2024-05-22-08-55,2024-05-22-08-55,0
s.909fee30-f978-4b13-8b40-022238760919.txt,2,1,2,0,0,0,0,0,1,0,0,2,6,3,1,2,3,6,2,1,4,3,"",sart2.2024-05-24-2026.data.909fee30-f978-4b13-8b40-022238760919.txt,HcfPe3pkSy,2024-04-24-20-15,2024-05-24-20-15,2024-05-24-20-26,11
s.f41b4eaa-2fc5-4fc5-b874-2ca931dc3189.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,1,2,4,3,6,1,"","","","",sart2.2024-05-22-1632.data.f41b4eaa-2fc5-4fc5-b874-2ca931dc3189.txt,2ZaC8vGt6R,2024-04-22-16-21,2024-05-22-16-21,2024-05-22-16-32,11
s.23fb10a4-6ef0-4705-b17b-79db94c709f9.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,0.3,2,4,2,8,2,1,3,2,"",sart2.2024-05-27-1536.data.23fb10a4-6ef0-4705-b17b-79db94c709f9.txt,dpERMFC9LB,2024-04-27-15-26,2024-05-27-15-26,2024-05-27-15-36,10
s.01067e9a-f6af-4b14-8ea6-2037c294130f.txt,2,1,5,0,0,0,0,0,1,0,0,1,"","","","","","","","","","","","",,2024-04-21-16-53,2024-05-21-17-53,2024-05-21-17-54,1
s.2b508d7e-7ce4-4059-98f2-77c1360dec65.txt,3,1,3,0,1,0,0,0,1,0,0,2,7,2,1,3,1,4,1,"","","","",sart2.2024-05-22-1341.data.2b508d7e-7ce4-4059-98f2-77c1360dec65.txt,bs3rBb4qe3,2024-04-22-13-32,2024-05-22-13-32,2024-05-22-13-41,9
s.a6f47c37-107c-4255-a579-950e85612ae1.txt,2,1,2,0,0,0,0,0,1,0,0,2,1.5,0.15,1,4,2,9,1,"","","","",sart2.2024-05-29-1203.data.a6f47c37-107c-4255-a579-950e85612ae1.txt,zGMRcUxKHc,2024-04-29-11-54,2024-05-29-11-54,2024-05-29-12-03,9
s.6f6534b8-7106-4ca8-81a1-b4c4a0153036.txt,2,1,2,0,0,0,0,0,1,0,0,2,3,1,1,4,3,8,4,1,1,3,"","",mCdD5KRATa,2024-04-22-09-09,2024-05-22-09-09,2024-05-22-09-18,9
s.359372ec-1154-4e8d-8a83-93df7956f94d.txt,3,2,3,0,1,0,0,0,1,0,0,2,3,0.5,2,4,2,8,5,1,3,3,"",sart2.2024-05-21-2343.data.359372ec-1154-4e8d-8a83-93df7956f94d.txt,N6a4UqhuTx,2024-04-21-23-31,2024-05-21-23-31,2024-05-21-23-43,12
s.b35a9f62-6db7-4d83-a97f-f498436569c9.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,4,1,3,3,6,1,"","","","",sart2.2024-05-23-2045.data.b35a9f62-6db7-4d83-a97f-f498436569c9.txt,6bFdY669QU,2024-04-23-20-36,2024-05-23-20-36,2024-05-23-20-45,9
s.91eb56b9-02d0-4143-9738-4c9480f6735a.txt,2,2,2,0,0,0,0,0,1,0,0,2,3.5,1.5,1,4,3,8,1,"","","","",sart2.2024-05-23-0110.data.91eb56b9-02d0-4143-9738-4c9480f6735a.txt,UPXQnzqqrc,2024-04-23-01-01,2024-05-23-01-02,2024-05-23-01-10,8
s.de1c9b4d-92df-43d4-ade9-21db0fe19c30.txt,3,1,2,0,0,0,0,0,1,0,0,2,2,0,2,3,3,7,2,1,3,3,"",sart2.2024-05-22-0850.data.de1c9b4d-92df-43d4-ade9-21db0fe19c30.txt,4FVWP2qCsv,2024-04-22-08-40,2024-05-22-08-40,2024-05-22-08-50,10
s.da1ff289-7235-423c-9eec-4769bf350b7b.txt,2,2,2,0,0,0,0,0,1,0,0,2,"4,5",4,1,3,4,3,2,1,3,3,"",sart2.2024-05-30-1556.data.da1ff289-7235-423c-9eec-4769bf350b7b.txt,8ExXACzyhD,2024-04-30-15-45,2024-05-30-15-45,2024-05-30-15-56,11
s.0ed17cfc-994a-4317-8bc7-f5a7d86cf158.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,1,1,4,3,7,1,"","","","",sart2.2024-06-18-1421.data.0ed17cfc-994a-4317-8bc7-f5a7d86cf158.txt,3f9G9rMbdT,2024-05-18-14-11,2024-06-18-14-11,2024-06-18-14-21,10
s.b9e7fc1e-f60a-4d4a-ae54-29c360d01194.txt,3,1,3,0,1,0,0,0,1,0,0,1,"","","","","","","","","","","","",,2024-04-26-15-29,2024-05-26-15-29,2024-05-26-15-30,1
s.890f9334-acfa-4d90-aada-d689294c1bda.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,1,1,4,3,7,2,1,3,3,"","","",2024-04-31-11-06,2024-05-31-11-06,"",""
s.0e83152f-9573-4982-aacc-74352217cdc8.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,3.5,1,2,3,4,1,"","","","",sart2.2024-05-22-2329.data.0e83152f-9573-4982-aacc-74352217cdc8.txt,Ky4Q4TjqzL,2024-04-22-23-20,2024-05-22-23-20,2024-05-22-23-29,9
s.252e2f03-78d6-4912-a9a6-ce5a76c3e1b7.txt,2,2,2,0,0,0,0,0,1,0,0,2,2,0,1,2,4,6,1,"","","","",sart2.2024-05-23-2012.data.252e2f03-78d6-4912-a9a6-ce5a76c3e1b7.txt,jCeb8x3yLR,2024-04-23-20-02,2024-05-23-20-02,2024-05-23-20-12,10
s.6fc9782c-e625-4e1c-a9ce-45d2a39d24e1.txt,3,2,2,0,1,0,0,0,1,0,0,2,3,0,2,4,3,9,1,"","","","",sart2.2024-05-22-1633.data.6fc9782c-e625-4e1c-a9ce-45d2a39d24e1.txt,JU8TRyJC9d,2024-04-22-16-23,2024-05-22-16-23,2024-05-22-16-33,10
s.48a6dd8d-975e-4311-a709-9f08129a0860.txt,3,1,2,0,1,0,0,0,1,0,0,2,3,2,1,4,2,7,4,1,2,3,"",sart2.2024-06-04-1835.data.48a6dd8d-975e-4311-a709-9f08129a0860.txt,YPhrHvFrHU,2024-05-04-18-22,2024-06-04-18-22,2024-06-04-18-35,13
s.6936ad1e-de97-4c4d-8b67-c25f33930b10.txt,2,1,2,0,0,0,0,0,1,0,0,2,3,1,1,4,2,3,1,"","","","",sart2.2024-05-29-1040.data.6936ad1e-de97-4c4d-8b67-c25f33930b10.txt,D8zxQSmaxb,2024-04-29-10-30,2024-05-29-10-30,2024-05-29-10-40,10
s.96c1e5c8-d62d-4d53-a435-652f963ce8cc.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,3,3,3,3,4,3,1,2,3,"",sart2.2024-05-21-2328.data.96c1e5c8-d62d-4d53-a435-652f963ce8cc.txt,5SRLXtc3yN,2024-04-21-23-18,2024-05-21-23-18,2024-05-21-23-28,10
s.ee56a6e6-ff39-4e86-8992-187ae88f951f.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,1,1,4,3,6,1,"","","","",sart2.2024-05-21-1818.data.ee56a6e6-ff39-4e86-8992-187ae88f951f.txt,DObvJLMacF,2024-04-21-18-09,2024-05-21-18-09,2024-05-21-18-18,9
s.e492fc3d-5fca-4730-a005-3c35ef81dc21.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,3,1,4,3,4,1,"","","","",sart2.2024-05-24-1634.data.e492fc3d-5fca-4730-a005-3c35ef81dc21.txt,KfsVKh6JDB,2024-04-24-16-24,2024-05-24-16-24,2024-05-24-16-34,10
s.573d5041-c269-4fb4-8ad9-c46f48eaefb9.txt,3,1,2,0,0,0,0,0,1,0,0,2,"2,5",1,1,4,2,7,1,"","","","",sart2.2024-05-23-2056.data.573d5041-c269-4fb4-8ad9-c46f48eaefb9.txt,byUtnDcftK,2024-04-23-20-46,2024-05-23-20-46,2024-05-23-20-56,10
s.a357de0f-9b68-4d1f-8793-217a257da430.txt,3,1,5,0,0,0,0,0,1,0,0,2,"1,5",2,1,4,3,9,1,"","","","",sart2.2024-05-25-1147.data.a357de0f-9b68-4d1f-8793-217a257da430.txt,79FSLcyhUs,2024-04-25-11-35,2024-05-25-11-35,2024-05-25-11-47,12
s.32506f18-06a2-4254-9912-f0922e21ebee.txt,2,1,2,0,0,0,0,0,1,0,0,2,3,"2,5",1,1,2,7,1,"","","","",sart2.2024-05-22-1509.data.32506f18-06a2-4254-9912-f0922e21ebee.txt,wKMtQQQgFS,2024-04-22-15-01,2024-05-22-15-01,2024-05-22-15-09,8
s.d25ea208-c7fb-495f-ad5b-c7a43feca92c.txt,3,2,5,0,0,0,0,0,1,0,0,2,2,0.25,4,4,3,5,2,1,1,2,"",sart2.2024-05-24-1838.data.d25ea208-c7fb-495f-ad5b-c7a43feca92c.txt,3DzyWPwxuG,2024-04-24-18-30,2024-05-24-18-30,2024-05-24-18-38,8
s.bde91169-3bcf-4385-a74b-e616c3f9b768.txt,2,2,2,0,0,0,0,0,1,0,0,2,4,1,2,4,2,6,2,1,3,3,"",sart2.2024-06-07-1150.data.bde91169-3bcf-4385-a74b-e616c3f9b768.txt,8AqLg5F3kz,2024-05-07-11-41,2024-06-07-11-41,2024-06-07-11-50,9
s.87bc76be-52a2-4064-b05d-30b84f5f6115.txt,2,1,2,0,1,0,0,0,1,0,0,2,3,"0,5",3,4,2,4,1,"","","","",sart2.2024-05-22-1224.data.87bc76be-52a2-4064-b05d-30b84f5f6115.txt,msKrACHmye,2024-04-22-12-16,2024-05-22-12-16,2024-05-22-12-24,8
s.b2a9aeaa-6ea7-42c5-b573-6b3c3c3ddd32.txt,2,2,2,0,0,0,0,0,1,0,0,2,3,0,3,4,2,2,1,"","","","",sart2.2024-05-23-1237.data.b2a9aeaa-6ea7-42c5-b573-6b3c3c3ddd32.txt,yAKHuyaAkS,2024-04-23-12-28,2024-05-23-12-28,2024-05-23-12-37,9
s.1d2e288d-6ab9-428b-8ef4-e5ba8255c400.txt,2,2,2,0,1,0,0,0,0,0,0,2,3,"0,5",1,4,2,7,3,1,3,3,"",sart2.2024-05-24-1905.data.1d2e288d-6ab9-428b-8ef4-e5ba8255c400.txt,Q9aMnCggDw,2024-04-24-18-56,2024-05-24-18-56,2024-05-24-19-05,9
s.6c5bda76-6056-4111-85f1-3cfbf192d9ab.txt,3,2,4,0,1,0,0,0,0,0,0,2,8hours,5hours,2,4,2,6,1,"","","","",sart2.2024-05-24-1702.data.6c5bda76-6056-4111-85f1-3cfbf192d9ab.txt,AMeUW652wh,2024-04-24-15-51,2024-05-24-16-51,2024-05-24-17-02,11
s.4ce55f89-6bc3-47ee-b77f-1a3f2c755157.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,1,2,2,2,2,1,"","","","",sart2.2024-05-28-1906.data.4ce55f89-6bc3-47ee-b77f-1a3f2c755157.txt,7XVEbVWvv5,2024-04-28-18-55,2024-05-28-18-55,2024-05-28-19-06,11
s.5654ccac-26b9-42c3-88e8-f2b5120440bd.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,0,1,4,4,8,1,"","","","",sart2.2024-05-28-1309.data.5654ccac-26b9-42c3-88e8-f2b5120440bd.txt,xaOU5D7DBB,2024-04-28-13-00,2024-05-28-13-00,2024-05-28-13-09,9
s.fc27adb8-5ab9-484b-a146-13f546cb2942.txt,2,1,2,0,1,0,0,0,1,0,0,2,4,3,1,4,4,8,2,1,2,1,"",sart2.2024-05-28-1334.data.fc27adb8-5ab9-484b-a146-13f546cb2942.txt,LKe7FhRYLz,2024-04-28-13-26,2024-05-28-13-26,2024-05-28-13-34,8
s.e883fcd9-8f7b-4efd-9436-567cb08b3a71.txt,3,1,4,1,0,0,0,0,0,0,0,2,5,4,1,4,2,8,1,"","","","",sart2.2024-05-24-1958.data.e883fcd9-8f7b-4efd-9436-567cb08b3a71.txt,SPdGVU8prE,2024-04-24-19-44,2024-05-24-19-44,2024-05-24-19-58,14
s.e170dc53-2f0b-4d0b-985f-a657fa1c2ccf.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,4,1,3,1,7,1,"","","","",sart2.2024-06-12-0144.data.e170dc53-2f0b-4d0b-985f-a657fa1c2ccf.txt,nSXpcHVwm4,2024-05-12-01-34,2024-06-12-01-34,2024-06-12-01-44,10
s.6333acd9-1f3c-4cfc-9434-b5a3030708e7.txt,3,1,4,1,0,0,0,0,0,0,0,2,4,2,1,4,1,6,1,"","","","",sart2.2024-05-28-1958.data.6333acd9-1f3c-4cfc-9434-b5a3030708e7.txt,weMTJyASRC,2024-04-28-19-45,2024-05-28-19-45,2024-05-28-19-58,13
s.17305ccd-df80-4c46-bbdd-02797e8e133b.txt,6,1,4,0,1,0,0,0,0,0,0,2,2,1,2,3,2,6,5,1,4,1,Metta Meditation und Tai Chi,sart2.2024-05-22-1219.data.17305ccd-df80-4c46-bbdd-02797e8e133b.txt,kcRNpq5QAt,2024-04-22-12-08,2024-05-22-12-08,2024-05-22-12-19,11
s.fe353e5a-eb98-4581-b967-12ed9c600cef.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,"1,5",1,4,3,7,2,1,2,3,"",sart2.2024-05-27-1533.data.fe353e5a-eb98-4581-b967-12ed9c600cef.txt,2mnAQgCdWa,2024-04-27-15-24,2024-05-27-15-24,2024-05-27-15-33,9
s.f58cef84-82d8-4c34-a5e1-fa63212026c5.txt,2,1,2,0,1,0,0,0,1,0,0,2,4,2,1,3,3,6,1,"","","","",sart2.2024-05-22-1103.data.f58cef84-82d8-4c34-a5e1-fa63212026c5.txt,hNeNDXMWsC,2024-04-22-10-54,2024-05-22-10-54,2024-05-22-11-03,9
s.884e11b5-d61c-477d-ab48-ff2a99eeb40f.txt,2,1,2,0,1,0,0,0,1,0,0,2,5,2,3,3,2,4,1,"","","","",sart2.2024-06-04-1409.data.884e11b5-d61c-477d-ab48-ff2a99eeb40f.txt,rLCcxRwfxK,2024-05-04-14-00,2024-06-04-14-00,2024-06-04-14-09,9
s.6d0afc5e-3955-4ee8-aaab-8ffb18b7d1a6.txt,3,1,4,0,0,0,0,0,1,0,0,2,"4,5",3,1,4,2,9,2,1,4,3,breath exercises,"",VJ2Pg6xLar,2024-04-24-12-16,2024-05-24-12-16,2024-05-24-12-26,10
s.abb95596-01a2-4137-9bfc-359f1bb62dec.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,0,3,4,3,3,2,1,4,3,"",sart2.2024-05-22-1041.data.abb95596-01a2-4137-9bfc-359f1bb62dec.txt,HdGFYVdw3c,2024-04-22-10-29,2024-05-22-10-29,2024-05-22-10-41,12
s.6a390563-1c9d-4a38-a73f-6c10423c663c.txt,2,2,2,0,0,0,0,0,1,0,0,2,3,1,1,4,2,2,1,"","","","",sart2.2024-05-24-1412.data.6a390563-1c9d-4a38-a73f-6c10423c663c.txt,LNmmZtsqKN,2024-04-24-14-04,2024-05-24-14-04,2024-05-24-14-12,8
s.c5416b56-db3c-4be1-a832-34fec4d378a1.txt,2,2,2,0,0,0,1,0,1,0,0,2,2.5,0.2,2,3,2,2,2,1,2,3,"",sart2.2024-05-22-1306.data.c5416b56-db3c-4be1-a832-34fec4d378a1.txt,Hy6AFnSMXV,2024-04-22-12-58,2024-05-22-12-58,2024-05-22-13-06,8
s.e7b9b908-46d2-4804-a913-d2a68e284c8c.txt,3,2,5,0,0,0,0,0,1,0,0,2,4.5,4,1,3,2,7,1,"","","","",sart2.2024-05-21-2321.data.e7b9b908-46d2-4804-a913-d2a68e284c8c.txt,TS4Qf2vNjs,2024-04-21-23-11,2024-05-21-23-11,2024-05-21-23-21,10
s.650a01ef-0070-467a-9856-e50b401df35d.txt,2,1,2,0,0,0,0,0,1,0,0,2,2,"1,5",1,3,3,8,2,1,1,3,"",sart2.2024-05-30-1035.data.650a01ef-0070-467a-9856-e50b401df35d.txt,ae4qN7WJav,2024-04-30-10-26,2024-05-30-10-26,2024-05-30-10-35,9
s.3d04d560-dd7b-4686-9fa2-9149778f9bed.txt,2,1,2,0,0,0,0,0,1,0,0,2,6,6,1,1,4,3,1,"","","","",sart2.2024-05-22-1554.data.3d04d560-dd7b-4686-9fa2-9149778f9bed.txt,,2024-04-22-15-45,2024-05-22-15-45,2024-05-22-15-46,1
s.3c92eb41-ba37-4468-a06e-659abfd27dd3.txt,1,2,2,0,0,0,0,0,1,0,0,1,"","","","","","","","","","","","",,2024-04-22-13-15,2024-05-22-05-45,2024-05-22-05-45,0
s.2697fbea-02de-44b2-a31a-3d331003d0da.txt,2,2,2,0,0,0,0,0,1,0,0,2,3,2,1,4,2,2,1,"","","","","","",2024-04-22-19-28,2024-05-22-19-28,"",""
s.befc8b4d-285c-4e3b-a48a-a3264aea0709.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,3,1,4,2,8,1,"","","","",sart2.2024-06-02-1905.data.befc8b4d-285c-4e3b-a48a-a3264aea0709.txt,e4d8JMuNZC,2024-05-02-18-56,2024-06-02-18-56,2024-06-02-19-05,9
s.44c76f29-0a42-4c3c-a182-24db2b3e9b18.txt,2,1,2,0,0,0,0,0,1,0,0,2,5,"4,5",2,3,3,3,1,"","","","",sart2.2024-05-23-1409.data.44c76f29-0a42-4c3c-a182-24db2b3e9b18.txt,Zk4QqyeB5c,2024-04-23-13-58,2024-05-23-13-58,2024-05-23-14-09,11
s.7e15f090-b453-4393-8ebd-d4e6b552bbe1.txt,2,1,4,0,1,0,0,0,1,0,0,2,2,2,1,4,3,5,2,1,2,3,"",sart2.2024-05-21-1930.data.7e15f090-b453-4393-8ebd-d4e6b552bbe1.txt,Dt8vjJuKHZ,2024-04-21-19-22,2024-05-21-19-22,2024-05-21-19-30,8
s.fe06bf67-6b0a-4d44-a1a8-a6ff77aaf5da.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,2,1,4,3,7,2,1,3,3,"",sart2.2024-05-31-1710.data.fe06bf67-6b0a-4d44-a1a8-a6ff77aaf5da.txt,Y3GhuPtfJD,2024-04-31-17-00,2024-05-31-17-00,2024-05-31-17-10,10
s.fe327b9b-c21f-48d1-95cc-aff170ad8a65.txt,2,1,2,0,0,0,0,0,1,0,0,2,4,3,1,4,1,3,1,"","","","",sart2.2024-05-26-2001.data.fe327b9b-c21f-48d1-95cc-aff170ad8a65.txt,YEQxwGxvvD,2024-04-26-19-52,2024-05-26-19-52,2024-05-26-20-01,9
s.e8e337c2-22fe-43c9-ac44-8a8f4c0738dc.txt,3,1,2,0,0,0,0,0,1,0,0,2,3,"1,5",1,4,2,8,1,"","","","","","",2024-04-23-16-16,2024-05-23-16-16,"",""
s.c1f99a25-31f0-445f-8ef3-b63152619672.txt,2,2,2,0,0,0,0,0,1,0,0,1,"","","","","","","","","","","","",,2024-05-24-01-01,2024-06-24-01-01,2024-06-24-01-02,1
